video_id,detected_objects_withconfidence
46,Shirt:20|Trousers:20|Footwear:20|Handbag:20|Watch:20|Guitar:20|Mobile_phone:20|Headphones:20|Hat:20|Sunglasses:20
5060,Shirt:5|Trousers:7|Footwear:8|Handbag:2|Watch:1|Guitar:4|Mobile_phone:9|Headphones:6|Hat:10|Sunglasses:3
5061,Shirt:5|Trousers:2|Footwear:7|Handbag:8|Watch:4|Guitar:9|Mobile_phone:3|Headphones:6|Hat:10|Sunglasses:1
5062,Shirt:10|Trousers:3|Footwear:8|Handbag:6|Watch:2|Guitar:7|Mobile_phone:1|Headphones:4|Hat:5|Sunglasses:9
5063,Shirt:7|Trousers:3|Footwear:4|Handbag:5|Watch:10|Guitar:2|Mobile_phone:9|Headphones:6|Hat:1|Sunglasses:8
5064,Shirt:8|Trousers:5|Footwear:3|Handbag:2|Watch:6|Guitar:7|Mobile_phone:1|Headphones:4|Hat:10|Sunglasses:9
5065,Shirt:5|Trousers:9|Footwear:8|Handbag:4|Watch:3|Guitar:7|Mobile_phone:6|Headphones:10|Hat:1|Sunglasses:2
5066,Shirt:5|Trousers:4|Footwear:6|Handbag:7|Watch:9|Guitar:10|Mobile_phone:2|Headphones:1|Hat:3|Sunglasses:8
5067,Shirt:6|Trousers:9|Footwear:8|Handbag:3|Watch:7|Guitar:4|Mobile_phone:10|Headphones:2|Hat:5|Sunglasses:1
5068,Shirt:5|Trousers:1|Footwear:10|Handbag:7|Watch:2|Guitar:4|Mobile_phone:6|Headphones:3|Hat:8|Sunglasses:9
5069,Shirt:1|Trousers:4|Footwear:3|Handbag:6|Watch:10|Guitar:2|Mobile_phone:7|Headphones:9|Hat:5|Sunglasses:8
5070,Shirt:3|Trousers:5|Footwear:9|Handbag:8|Watch:7|Guitar:4|Mobile_phone:2|Headphones:6|Hat:10|Sunglasses:1
5071,Shirt:4|Trousers:1|Footwear:8|Handbag:9|Watch:3|Guitar:5|Mobile_phone:2|Headphones:10|Hat:6|Sunglasses:7
5072,Shirt:10|Trousers:4|Footwear:1|Handbag:7|Watch:6|Guitar:3|Mobile_phone:8|Headphones:2|Hat:5|Sunglasses:9
5073,Shirt:7|Trousers:3|Footwear:6|Handbag:1|Watch:4|Guitar:10|Mobile_phone:2|Headphones:5|Hat:9|Sunglasses:8
5074,Shirt:9|Trousers:10|Footwear:4|Handbag:7|Watch:2|Guitar:8|Mobile_phone:5|Headphones:3|Hat:1|Sunglasses:6
5075,Shirt:9|Trousers:1|Footwear:5|Handbag:7|Watch:3|Guitar:10|Mobile_phone:6|Headphones:2|Hat:4|Sunglasses:8
5076,Shirt:9|Trousers:7|Footwear:1|Handbag:6|Watch:10|Guitar:4|Mobile_phone:3|Headphones:2|Hat:8|Sunglasses:5
5077,Shirt:10|Trousers:5|Footwear:2|Handbag:1|Watch:8|Guitar:9|Mobile_phone:3|Headphones:6|Hat:4|Sunglasses:7
5078,Shirt:1|Trousers:6|Footwear:10|Handbag:9|Watch:4|Guitar:2|Mobile_phone:5|Headphones:7|Hat:3|Sunglasses:8
5079,Shirt:8|Trousers:4|Footwear:10|Handbag:7|Watch:3|Guitar:1|Mobile_phone:9|Headphones:6|Hat:2|Sunglasses:5
5080,Shirt:6|Trousers:7|Footwear:9|Handbag:10|Watch:2|Guitar:5|Mobile_phone:4|Headphones:8|Hat:1|Sunglasses:3
5081,Shirt:7|Trousers:8|Footwear:4|Handbag:5|Watch:2|Guitar:6|Mobile_phone:10|Headphones:1|Hat:3|Sunglasses:9
5082,Shirt:4|Trousers:3|Footwear:5|Handbag:7|Watch:8|Guitar:1|Mobile_phone:2|Headphones:10|Hat:9|Sunglasses:6
5083,Shirt:7|Trousers:4|Footwear:6|Handbag:9|Watch:8|Guitar:3|Mobile_phone:2|Headphones:1|Hat:10|Sunglasses:5
5084,Shirt:6|Trousers:9|Footwear:4|Handbag:7|Watch:10|Guitar:3|Mobile_phone:8|Headphones:2|Hat:1|Sunglasses:5
5085,Shirt:7|Trousers:1|Footwear:5|Handbag:4|Watch:2|Guitar:8|Mobile_phone:9|Headphones:6|Hat:10|Sunglasses:3
5086,Shirt:8|Trousers:4|Footwear:1|Handbag:7|Watch:6|Guitar:10|Mobile_phone:5|Headphones:9|Hat:2|Sunglasses:3
5087,Shirt:3|Trousers:6|Footwear:9|Handbag:5|Watch:10|Guitar:7|Mobile_phone:4|Headphones:2|Hat:8|Sunglasses:1
5088,Shirt:7|Trousers:4|Footwear:5|Handbag:6|Watch:1|Guitar:9|Mobile_phone:2|Headphones:8|Hat:10|Sunglasses:3
5089,Shirt:3|Trousers:5|Footwear:8|Handbag:4|Watch:1|Guitar:2|Mobile_phone:7|Headphones:6|Hat:9|Sunglasses:10
5090,Shirt:5|Trousers:9|Footwear:2|Handbag:7|Watch:6|Guitar:4|Mobile_phone:1|Headphones:10|Hat:3|Sunglasses:8
5091,Shirt:7|Trousers:10|Footwear:9|Handbag:1|Watch:6|Guitar:4|Mobile_phone:3|Headphones:5|Hat:2|Sunglasses:8
5092,Shirt:2|Trousers:1|Footwear:10|Handbag:8|Watch:5|Guitar:7|Mobile_phone:9|Headphones:6|Hat:3|Sunglasses:4
5093,Shirt:5|Trousers:1|Footwear:7|Handbag:6|Watch:9|Guitar:2|Mobile_phone:10|Headphones:8|Hat:4|Sunglasses:3
5094,Shirt:2|Trousers:10|Footwear:5|Handbag:1|Watch:9|Guitar:7|Mobile_phone:3|Headphones:8|Hat:4|Sunglasses:6
5095,Shirt:9|Trousers:5|Footwear:8|Handbag:10|Watch:1|Guitar:4|Mobile_phone:3|Headphones:2|Hat:7|Sunglasses:6
5096,Shirt:9|Trousers:6|Footwear:5|Handbag:4|Watch:1|Guitar:3|Mobile_phone:10|Headphones:2|Hat:7|Sunglasses:8
5097,Shirt:4|Trousers:9|Footwear:7|Handbag:8|Watch:5|Guitar:1|Mobile_phone:2|Headphones:6|Hat:3|Sunglasses:10
5098,Shirt:8|Trousers:5|Footwear:9|Handbag:4|Watch:1|Guitar:3|Mobile_phone:6|Headphones:2|Hat:7|Sunglasses:10
5099,Shirt:10|Trousers:1|Footwear:9|Handbag:3|Watch:8|Guitar:2|Mobile_phone:5|Headphones:7|Hat:6|Sunglasses:4
5100,Shirt:10|Trousers:3|Footwear:4|Handbag:8|Watch:2|Guitar:7|Mobile_phone:1|Headphones:5|Hat:6|Sunglasses:9
5101,Shirt:10|Trousers:9|Footwear:1|Handbag:2|Watch:8|Guitar:4|Mobile_phone:3|Headphones:6|Hat:7|Sunglasses:5
5102,Shirt:3|Trousers:4|Footwear:7|Handbag:10|Watch:6|Guitar:5|Mobile_phone:2|Headphones:8|Hat:1|Sunglasses:9
5103,Shirt:9|Trousers:8|Footwear:2|Handbag:5|Watch:10|Guitar:7|Mobile_phone:4|Headphones:3|Hat:1|Sunglasses:6
5104,Shirt:9|Trousers:2|Footwear:6|Handbag:4|Watch:8|Guitar:3|Mobile_phone:1|Headphones:5|Hat:10|Sunglasses:7
5105,Shirt:2|Trousers:1|Footwear:8|Handbag:5|Watch:6|Guitar:10|Mobile_phone:9|Headphones:4|Hat:7|Sunglasses:3
5106,Shirt:9|Trousers:4|Footwear:3|Handbag:7|Watch:10|Guitar:2|Mobile_phone:6|Headphones:1|Hat:8|Sunglasses:5
5107,Shirt:1|Trousers:6|Footwear:2|Handbag:9|Watch:5|Guitar:8|Mobile_phone:4|Headphones:10|Hat:3|Sunglasses:7
5108,Shirt:1|Trousers:4|Footwear:2|Handbag:6|Watch:10|Guitar:8|Mobile_phone:5|Headphones:3|Hat:9|Sunglasses:7
5109,Shirt:8|Trousers:10|Footwear:7|Handbag:3|Watch:1|Guitar:9|Mobile_phone:6|Headphones:5|Hat:2|Sunglasses:4
5110,Shirt:9|Trousers:8|Footwear:3|Handbag:4|Watch:1|Guitar:5|Mobile_phone:10|Headphones:7|Hat:6|Sunglasses:2
5111,Shirt:7|Trousers:2|Footwear:3|Handbag:6|Watch:1|Guitar:5|Mobile_phone:9|Headphones:8|Hat:4|Sunglasses:10
5112,Shirt:8|Trousers:5|Footwear:9|Handbag:4|Watch:7|Guitar:6|Mobile_phone:1|Headphones:3|Hat:2|Sunglasses:10
5113,Shirt:10|Trousers:8|Footwear:2|Handbag:9|Watch:1|Guitar:4|Mobile_phone:3|Headphones:7|Hat:5|Sunglasses:6
5114,Shirt:5|Trousers:6|Footwear:7|Handbag:3|Watch:8|Guitar:9|Mobile_phone:2|Headphones:10|Hat:1|Sunglasses:4
5115,Shirt:7|Trousers:6|Footwear:3|Handbag:8|Watch:10|Guitar:5|Mobile_phone:9|Headphones:1|Hat:4|Sunglasses:2
5116,Shirt:3|Trousers:5|Footwear:2|Handbag:9|Watch:4|Guitar:7|Mobile_phone:10|Headphones:8|Hat:1|Sunglasses:6
5117,Shirt:9|Trousers:2|Footwear:3|Handbag:7|Watch:10|Guitar:1|Mobile_phone:8|Headphones:4|Hat:6|Sunglasses:5
5118,Shirt:1|Trousers:4|Footwear:9|Handbag:8|Watch:2|Guitar:3|Mobile_phone:5|Headphones:10|Hat:7|Sunglasses:6
5119,Shirt:7|Trousers:1|Footwear:6|Handbag:4|Watch:3|Guitar:8|Mobile_phone:5|Headphones:10|Hat:9|Sunglasses:2
5120,Shirt:6|Trousers:4|Footwear:1|Handbag:8|Watch:10|Guitar:7|Mobile_phone:5|Headphones:9|Hat:3|Sunglasses:2
5121,Shirt:2|Trousers:8|Footwear:10|Handbag:5|Watch:6|Guitar:1|Mobile_phone:4|Headphones:9|Hat:3|Sunglasses:7
5122,Shirt:9|Trousers:7|Footwear:3|Handbag:4|Watch:1|Guitar:8|Mobile_phone:10|Headphones:6|Hat:5|Sunglasses:2
5123,Shirt:3|Trousers:4|Footwear:7|Handbag:2|Watch:5|Guitar:8|Mobile_phone:9|Headphones:6|Hat:10|Sunglasses:1
5124,Shirt:9|Trousers:10|Footwear:2|Handbag:4|Watch:7|Guitar:8|Mobile_phone:3|Headphones:5|Hat:6|Sunglasses:1
5125,Shirt:5|Trousers:8|Footwear:9|Handbag:4|Watch:2|Guitar:1|Mobile_phone:3|Headphones:6|Hat:10|Sunglasses:7
5126,Shirt:2|Trousers:7|Footwear:6|Handbag:8|Watch:5|Guitar:4|Mobile_phone:1|Headphones:9|Hat:3|Sunglasses:10
5127,Shirt:10|Trousers:7|Footwear:3|Handbag:1|Watch:9|Guitar:2|Mobile_phone:5|Headphones:4|Hat:6|Sunglasses:8
5128,Shirt:2|Trousers:1|Footwear:9|Handbag:10|Watch:4|Guitar:3|Mobile_phone:8|Headphones:6|Hat:5|Sunglasses:7
5129,Shirt:4|Trousers:10|Footwear:9|Handbag:5|Watch:6|Guitar:8|Mobile_phone:7|Headphones:1|Hat:3|Sunglasses:2
5130,Shirt:10|Trousers:2|Footwear:8|Handbag:6|Watch:4|Guitar:5|Mobile_phone:1|Headphones:3|Hat:7|Sunglasses:9
5131,Shirt:3|Trousers:7|Footwear:9|Handbag:1|Watch:2|Guitar:10|Mobile_phone:5|Headphones:6|Hat:4|Sunglasses:8
5132,Shirt:4|Trousers:7|Footwear:1|Handbag:5|Watch:10|Guitar:9|Mobile_phone:8|Headphones:3|Hat:2|Sunglasses:6
5133,Shirt:1|Trousers:10|Footwear:6|Handbag:3|Watch:2|Guitar:7|Mobile_phone:5|Headphones:4|Hat:8|Sunglasses:9
5134,Shirt:8|Trousers:4|Footwear:6|Handbag:1|Watch:2|Guitar:3|Mobile_phone:5|Headphones:9|Hat:10|Sunglasses:7
5135,Shirt:7|Trousers:8|Footwear:3|Handbag:9|Watch:6|Guitar:1|Mobile_phone:10|Headphones:5|Hat:4|Sunglasses:2
5136,Shirt:9|Trousers:5|Footwear:7|Handbag:4|Watch:6|Guitar:3|Mobile_phone:1|Headphones:2|Hat:10|Sunglasses:8
5137,Shirt:9|Trousers:1|Footwear:4|Handbag:2|Watch:5|Guitar:8|Mobile_phone:6|Headphones:10|Hat:7|Sunglasses:3
5138,Shirt:7|Trousers:1|Footwear:8|Handbag:9|Watch:4|Guitar:5|Mobile_phone:2|Headphones:10|Hat:3|Sunglasses:6
5139,Shirt:2|Trousers:1|Footwear:7|Handbag:4|Watch:10|Guitar:6|Mobile_phone:5|Headphones:9|Hat:8|Sunglasses:3
5140,Shirt:6|Trousers:8|Footwear:1|Handbag:4|Watch:10|Guitar:9|Mobile_phone:3|Headphones:5|Hat:7|Sunglasses:2
5141,Shirt:8|Trousers:6|Footwear:10|Handbag:4|Watch:9|Guitar:2|Mobile_phone:7|Headphones:1|Hat:3|Sunglasses:5
5142,Shirt:1|Trousers:5|Footwear:3|Handbag:8|Watch:4|Guitar:9|Mobile_phone:6|Headphones:10|Hat:2|Sunglasses:7
5143,Shirt:4|Trousers:2|Footwear:9|Handbag:1|Watch:8|Guitar:6|Mobile_phone:7|Headphones:3|Hat:10|Sunglasses:5
5144,Shirt:10|Trousers:8|Footwear:6|Handbag:4|Watch:9|Guitar:2|Mobile_phone:7|Headphones:5|Hat:1|Sunglasses:3
5145,Shirt:3|Trousers:2|Footwear:5|Handbag:9|Watch:6|Guitar:1|Mobile_phone:7|Headphones:8|Hat:4|Sunglasses:10
5146,Shirt:2|Trousers:10|Footwear:3|Handbag:1|Watch:7|Guitar:8|Mobile_phone:6|Headphones:4|Hat:9|Sunglasses:5
5147,Shirt:4|Trousers:5|Footwear:3|Handbag:6|Watch:1|Guitar:8|Mobile_phone:9|Headphones:2|Hat:10|Sunglasses:7
5148,Shirt:1|Trousers:3|Footwear:7|Handbag:9|Watch:6|Guitar:10|Mobile_phone:2|Headphones:8|Hat:5|Sunglasses:4
5149,Shirt:1|Trousers:2|Footwear:5|Handbag:8|Watch:3|Guitar:10|Mobile_phone:4|Headphones:6|Hat:9|Sunglasses:7
5150,Shirt:9|Trousers:10|Footwear:4|Handbag:1|Watch:5|Guitar:2|Mobile_phone:7|Headphones:6|Hat:3|Sunglasses:8
5151,Shirt:8|Trousers:10|Footwear:4|Handbag:3|Watch:6|Guitar:5|Mobile_phone:7|Headphones:1|Hat:9|Sunglasses:2
5152,Shirt:5|Trousers:7|Footwear:9|Handbag:1|Watch:3|Guitar:4|Mobile_phone:8|Headphones:2|Hat:10|Sunglasses:6
5153,Shirt:2|Trousers:3|Footwear:1|Handbag:7|Watch:4|Guitar:8|Mobile_phone:5|Headphones:10|Hat:6|Sunglasses:9
5154,Shirt:8|Trousers:3|Footwear:4|Handbag:1|Watch:6|Guitar:5|Mobile_phone:2|Headphones:9|Hat:10|Sunglasses:7
5155,Shirt:8|Trousers:6|Footwear:2|Handbag:1|Watch:4|Guitar:9|Mobile_phone:3|Headphones:7|Hat:5|Sunglasses:10
5156,Shirt:9|Trousers:8|Footwear:10|Handbag:6|Watch:3|Guitar:1|Mobile_phone:5|Headphones:7|Hat:2|Sunglasses:4
5157,Shirt:2|Trousers:3|Footwear:5|Handbag:9|Watch:4|Guitar:6|Mobile_phone:1|Headphones:7|Hat:10|Sunglasses:8
5158,Shirt:3|Trousers:6|Footwear:1|Handbag:9|Watch:4|Guitar:2|Mobile_phone:7|Headphones:5|Hat:8|Sunglasses:10
5159,Shirt:2|Trousers:9|Footwear:7|Handbag:6|Watch:10|Guitar:3|Mobile_phone:1|Headphones:4|Hat:5|Sunglasses:8
5160,Shirt:5|Trousers:6|Footwear:2|Handbag:9|Watch:10|Guitar:7|Mobile_phone:1|Headphones:3|Hat:4|Sunglasses:8
5161,Shirt:4|Trousers:8|Footwear:1|Handbag:5|Watch:6|Guitar:9|Mobile_phone:2|Headphones:10|Hat:3|Sunglasses:7
5162,Shirt:10|Trousers:9|Footwear:8|Handbag:1|Watch:2|Guitar:6|Mobile_phone:5|Headphones:3|Hat:4|Sunglasses:7
5163,Shirt:10|Trousers:3|Footwear:8|Handbag:4|Watch:2|Guitar:9|Mobile_phone:7|Headphones:5|Hat:6|Sunglasses:1
5164,Shirt:5|Trousers:9|Footwear:3|Handbag:10|Watch:1|Guitar:4|Mobile_phone:2|Headphones:8|Hat:6|Sunglasses:7
5165,Shirt:9|Trousers:8|Footwear:3|Handbag:1|Watch:7|Guitar:2|Mobile_phone:5|Headphones:10|Hat:4|Sunglasses:6
5166,Shirt:3|Trousers:8|Footwear:6|Handbag:4|Watch:10|Guitar:2|Mobile_phone:7|Headphones:5|Hat:9|Sunglasses:1
5167,Shirt:5|Trousers:8|Footwear:2|Handbag:1|Watch:4|Guitar:6|Mobile_phone:9|Headphones:10|Hat:7|Sunglasses:3
5168,Shirt:2|Trousers:8|Footwear:6|Handbag:3|Watch:7|Guitar:5|Mobile_phone:9|Headphones:4|Hat:10|Sunglasses:1
5169,Shirt:5|Trousers:1|Footwear:8|Handbag:3|Watch:9|Guitar:7|Mobile_phone:6|Headphones:2|Hat:4|Sunglasses:10
5170,Shirt:9|Trousers:8|Footwear:5|Handbag:10|Watch:4|Guitar:3|Mobile_phone:6|Headphones:2|Hat:7|Sunglasses:1
5171,Shirt:8|Trousers:1|Footwear:3|Handbag:2|Watch:7|Guitar:10|Mobile_phone:4|Headphones:9|Hat:6|Sunglasses:5
5172,Shirt:8|Trousers:9|Footwear:6|Handbag:5|Watch:10|Guitar:7|Mobile_phone:2|Headphones:4|Hat:3|Sunglasses:1
5173,Shirt:3|Trousers:1|Footwear:2|Handbag:7|Watch:10|Guitar:6|Mobile_phone:9|Headphones:4|Hat:8|Sunglasses:5
5174,Shirt:3|Trousers:6|Footwear:9|Handbag:5|Watch:2|Guitar:4|Mobile_phone:10|Headphones:7|Hat:1|Sunglasses:8
5175,Shirt:9|Trousers:3|Footwear:5|Handbag:4|Watch:8|Guitar:10|Mobile_phone:6|Headphones:2|Hat:1|Sunglasses:7
5176,Shirt:4|Trousers:6|Footwear:1|Handbag:7|Watch:2|Guitar:9|Mobile_phone:10|Headphones:8|Hat:3|Sunglasses:5
5177,Shirt:1|Trousers:6|Footwear:8|Handbag:3|Watch:2|Guitar:9|Mobile_phone:7|Headphones:5|Hat:4|Sunglasses:10
5178,Shirt:2|Trousers:10|Footwear:8|Handbag:7|Watch:1|Guitar:5|Mobile_phone:9|Headphones:4|Hat:6|Sunglasses:3
5179,Shirt:6|Trousers:1|Footwear:9|Handbag:2|Watch:4|Guitar:5|Mobile_phone:8|Headphones:10|Hat:7|Sunglasses:3
5180,Shirt:8|Trousers:3|Footwear:10|Handbag:4|Watch:9|Guitar:5|Mobile_phone:6|Headphones:2|Hat:7|Sunglasses:1
5181,Shirt:9|Trousers:5|Footwear:10|Handbag:2|Watch:1|Guitar:7|Mobile_phone:4|Headphones:3|Hat:8|Sunglasses:6
5182,Shirt:6|Trousers:10|Footwear:8|Handbag:4|Watch:2|Guitar:3|Mobile_phone:9|Headphones:5|Hat:7|Sunglasses:1
5183,Shirt:9|Trousers:7|Footwear:3|Handbag:2|Watch:4|Guitar:10|Mobile_phone:6|Headphones:1|Hat:5|Sunglasses:8
5184,Shirt:8|Trousers:4|Footwear:1|Handbag:5|Watch:2|Guitar:10|Mobile_phone:9|Headphones:6|Hat:3|Sunglasses:7
5185,Shirt:10|Trousers:9|Footwear:7|Handbag:2|Watch:1|Guitar:8|Mobile_phone:5|Headphones:3|Hat:4|Sunglasses:6
5186,Shirt:8|Trousers:4|Footwear:6|Handbag:10|Watch:5|Guitar:1|Mobile_phone:2|Headphones:3|Hat:9|Sunglasses:7
5187,Shirt:8|Trousers:1|Footwear:10|Handbag:3|Watch:5|Guitar:6|Mobile_phone:7|Headphones:4|Hat:2|Sunglasses:9
5188,Shirt:7|Trousers:8|Footwear:3|Handbag:10|Watch:9|Guitar:5|Mobile_phone:4|Headphones:6|Hat:2|Sunglasses:1
5189,Shirt:6|Trousers:9|Footwear:7|Handbag:4|Watch:1|Guitar:3|Mobile_phone:8|Headphones:10|Hat:2|Sunglasses:5
5190,Shirt:7|Trousers:8|Footwear:10|Handbag:2|Watch:6|Guitar:5|Mobile_phone:9|Headphones:4|Hat:1|Sunglasses:3
5191,Shirt:3|Trousers:8|Footwear:6|Handbag:7|Watch:1|Guitar:4|Mobile_phone:10|Headphones:5|Hat:2|Sunglasses:9
5192,Shirt:7|Trousers:1|Footwear:9|Handbag:5|Watch:4|Guitar:10|Mobile_phone:6|Headphones:8|Hat:3|Sunglasses:2
5193,Shirt:9|Trousers:3|Footwear:1|Handbag:7|Watch:4|Guitar:8|Mobile_phone:10|Headphones:5|Hat:2|Sunglasses:6
5194,Shirt:6|Trousers:5|Footwear:1|Handbag:4|Watch:3|Guitar:2|Mobile_phone:8|Headphones:9|Hat:10|Sunglasses:7
5195,Shirt:10|Trousers:7|Footwear:6|Handbag:8|Watch:3|Guitar:2|Mobile_phone:5|Headphones:4|Hat:9|Sunglasses:1
5196,Shirt:6|Trousers:2|Footwear:3|Handbag:1|Watch:10|Guitar:5|Mobile_phone:9|Headphones:4|Hat:8|Sunglasses:7
5197,Shirt:4|Trousers:10|Footwear:2|Handbag:5|Watch:1|Guitar:3|Mobile_phone:8|Headphones:7|Hat:9|Sunglasses:6
5198,Shirt:1|Trousers:4|Footwear:5|Handbag:7|Watch:2|Guitar:3|Mobile_phone:6|Headphones:10|Hat:8|Sunglasses:9
5199,Shirt:6|Trousers:8|Footwear:7|Handbag:4|Watch:3|Guitar:10|Mobile_phone:5|Headphones:1|Hat:9|Sunglasses:2
5200,Shirt:10|Trousers:3|Footwear:1|Handbag:5|Watch:8|Guitar:2|Mobile_phone:6|Headphones:7|Hat:4|Sunglasses:9
5201,Shirt:5|Trousers:8|Footwear:6|Handbag:4|Watch:7|Guitar:2|Mobile_phone:9|Headphones:10|Hat:1|Sunglasses:3
5202,Shirt:4|Trousers:2|Footwear:1|Handbag:6|Watch:10|Guitar:7|Mobile_phone:9|Headphones:8|Hat:3|Sunglasses:5
5203,Shirt:4|Trousers:1|Footwear:6|Handbag:2|Watch:5|Guitar:9|Mobile_phone:8|Headphones:7|Hat:3|Sunglasses:10
5204,Shirt:2|Trousers:4|Footwear:10|Handbag:9|Watch:7|Guitar:1|Mobile_phone:3|Headphones:5|Hat:6|Sunglasses:8
5205,Shirt:4|Trousers:7|Footwear:8|Handbag:5|Watch:3|Guitar:10|Mobile_phone:1|Headphones:9|Hat:6|Sunglasses:2
5206,Shirt:5|Trousers:10|Footwear:4|Handbag:3|Watch:7|Guitar:9|Mobile_phone:1|Headphones:6|Hat:8|Sunglasses:2
5207,Shirt:3|Trousers:7|Footwear:9|Handbag:10|Watch:6|Guitar:1|Mobile_phone:5|Headphones:8|Hat:4|Sunglasses:2
5208,Shirt:7|Trousers:5|Footwear:3|Handbag:8|Watch:6|Guitar:10|Mobile_phone:2|Headphones:4|Hat:9|Sunglasses:1
5209,Shirt:10|Trousers:1|Footwear:8|Handbag:3|Watch:7|Guitar:2|Mobile_phone:9|Headphones:6|Hat:5|Sunglasses:4
5210,Shirt:10|Trousers:1|Footwear:8|Handbag:2|Watch:3|Guitar:7|Mobile_phone:6|Headphones:9|Hat:4|Sunglasses:5
5211,Shirt:2|Trousers:3|Footwear:8|Handbag:7|Watch:1|Guitar:6|Mobile_phone:10|Headphones:4|Hat:9|Sunglasses:5
5212,Shirt:4|Trousers:3|Footwear:7|Handbag:6|Watch:8|Guitar:2|Mobile_phone:9|Headphones:10|Hat:5|Sunglasses:1
5213,Shirt:2|Trousers:6|Footwear:4|Handbag:7|Watch:10|Guitar:8|Mobile_phone:1|Headphones:5|Hat:3|Sunglasses:9
5214,Shirt:5|Trousers:10|Footwear:9|Handbag:3|Watch:6|Guitar:7|Mobile_phone:2|Headphones:4|Hat:8|Sunglasses:1
5215,Shirt:6|Trousers:1|Footwear:5|Handbag:8|Watch:3|Guitar:10|Mobile_phone:2|Headphones:7|Hat:9|Sunglasses:4
5216,Shirt:3|Trousers:8|Footwear:7|Handbag:4|Watch:10|Guitar:2|Mobile_phone:5|Headphones:9|Hat:1|Sunglasses:6
5217,Shirt:3|Trousers:4|Footwear:7|Handbag:1|Watch:10|Guitar:8|Mobile_phone:2|Headphones:6|Hat:9|Sunglasses:5
5218,Shirt:3|Trousers:8|Footwear:7|Handbag:6|Watch:10|Guitar:5|Mobile_phone:1|Headphones:2|Hat:9|Sunglasses:4
5219,Shirt:6|Trousers:8|Footwear:5|Handbag:10|Watch:7|Guitar:9|Mobile_phone:3|Headphones:1|Hat:2|Sunglasses:4
5220,Shirt:6|Trousers:1|Footwear:2|Handbag:8|Watch:4|Guitar:10|Mobile_phone:7|Headphones:3|Hat:5|Sunglasses:9
5221,Shirt:10|Trousers:3|Footwear:8|Handbag:6|Watch:5|Guitar:2|Mobile_phone:4|Headphones:9|Hat:1|Sunglasses:7
5222,Shirt:8|Trousers:7|Footwear:2|Handbag:5|Watch:10|Guitar:3|Mobile_phone:1|Headphones:6|Hat:4|Sunglasses:9
5223,Shirt:7|Trousers:3|Footwear:8|Handbag:6|Watch:10|Guitar:2|Mobile_phone:4|Headphones:5|Hat:1|Sunglasses:9
5224,Shirt:5|Trousers:4|Footwear:2|Handbag:1|Watch:6|Guitar:9|Mobile_phone:8|Headphones:10|Hat:7|Sunglasses:3
5225,Shirt:10|Trousers:4|Footwear:9|Handbag:2|Watch:1|Guitar:3|Mobile_phone:8|Headphones:7|Hat:5|Sunglasses:6
5226,Shirt:7|Trousers:3|Footwear:10|Handbag:2|Watch:8|Guitar:1|Mobile_phone:6|Headphones:5|Hat:9|Sunglasses:4
5227,Shirt:9|Trousers:2|Footwear:4|Handbag:6|Watch:3|Guitar:10|Mobile_phone:1|Headphones:8|Hat:7|Sunglasses:5
5228,Shirt:9|Trousers:3|Footwear:4|Handbag:10|Watch:1|Guitar:7|Mobile_phone:8|Headphones:5|Hat:6|Sunglasses:2
5229,Shirt:7|Trousers:6|Footwear:5|Handbag:10|Watch:1|Guitar:3|Mobile_phone:9|Headphones:2|Hat:8|Sunglasses:4
5230,Shirt:7|Trousers:10|Footwear:3|Handbag:8|Watch:4|Guitar:1|Mobile_phone:2|Headphones:6|Hat:5|Sunglasses:9
5231,Shirt:7|Trousers:8|Footwear:10|Handbag:9|Watch:6|Guitar:4|Mobile_phone:2|Headphones:3|Hat:1|Sunglasses:5
5232,Shirt:9|Trousers:6|Footwear:3|Handbag:5|Watch:2|Guitar:7|Mobile_phone:8|Headphones:10|Hat:1|Sunglasses:4
5233,Shirt:5|Trousers:7|Footwear:3|Handbag:2|Watch:10|Guitar:4|Mobile_phone:6|Headphones:1|Hat:8|Sunglasses:9
5234,Shirt:4|Trousers:5|Footwear:3|Handbag:2|Watch:10|Guitar:8|Mobile_phone:1|Headphones:6|Hat:7|Sunglasses:9
5235,Shirt:9|Trousers:6|Footwear:7|Handbag:5|Watch:2|Guitar:3|Mobile_phone:8|Headphones:1|Hat:10|Sunglasses:4
5236,Shirt:8|Trousers:7|Footwear:9|Handbag:3|Watch:10|Guitar:4|Mobile_phone:2|Headphones:6|Hat:5|Sunglasses:1
5237,Shirt:5|Trousers:8|Footwear:6|Handbag:10|Watch:4|Guitar:2|Mobile_phone:7|Headphones:1|Hat:3|Sunglasses:9
5238,Shirt:4|Trousers:3|Footwear:7|Handbag:1|Watch:8|Guitar:6|Mobile_phone:10|Headphones:5|Hat:9|Sunglasses:2
5239,Shirt:7|Trousers:5|Footwear:6|Handbag:8|Watch:1|Guitar:2|Mobile_phone:9|Headphones:10|Hat:4|Sunglasses:3
5240,Shirt:8|Trousers:6|Footwear:7|Handbag:2|Watch:5|Guitar:10|Mobile_phone:1|Headphones:3|Hat:9|Sunglasses:4
5241,Shirt:1|Trousers:3|Footwear:10|Handbag:9|Watch:6|Guitar:8|Mobile_phone:7|Headphones:4|Hat:5|Sunglasses:2
5242,Shirt:10|Trousers:6|Footwear:7|Handbag:2|Watch:1|Guitar:4|Mobile_phone:3|Headphones:5|Hat:9|Sunglasses:8
